,pagerank_std,pagerank_std,pagerank_max,pagerank_max,pagerank_gini,pagerank_gini,degree_std,degree_std,degree_pagerank_corr,degree_pagerank_corr,num_clusters,num_clusters
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,,,,,
ER,0.0006646639436322286,1.8258467230851723e-05,0.004556197388292687,0.00035896635004218237,0.18616456678162865,0.0051851187725473575,2.4241861713009434,0.07780825352534715,0.9947404116720989,0.0007958497639498185,6.0,0.0
WS,0.0002863567242320882,1.4321775560775541e-05,0.003013952957604495,0.0001518881877273567,0.07889059430591153,0.004151506209994964,1.0378547399667848,0.04799827808511554,0.9909805240290839,0.0010518447126492564,5.5,0.5345224838248488
BA,0.0018278431654248854,8.409879774203365e-05,0.01927438092759089,0.003077471548471413,0.3231102515321639,0.0041788334954796945,6.359903832877713,0.2885822082098269,0.999448746147942,9.778026994610989e-05,5.0,0.7559289460184544
